incident_id,source_system,source_article,incident_day,target_text,target_country_guess,actor,strike_type,damage_confirmed,energy_relevant,target_lat,target_lon,description,source_urls
wiki_20260316_attack_at_dubai_international__42,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-16,attack at Dubai International Airport,United Arab Emirates,Iran,drone,TRUE,TRUE,,,"A drone attack at Dubai International Airport which hit a fuel tank caused a fire, which resulted in temporary suspension of flights. It also led to the temporary close of roads near the airport. Some flights were redirected to Al Maktoum International Airport. The fire was extinguished later in the day. It was the third incident at the airport since Iran began striking the country on 28 February. Emirates Airlines resumed limited operations at 10:00 local time.",https://gulfnews.com/uae/government/uae-air-defences-intercept-4-iranian-ballistic-missiles-and-6-drones-today-1.500475234 | https://aje.news/s2q1rc?update=4403034 | https://aje.news/s2q1rc?update=4403335 | https://aje.news/s2q1rc?update=4403601 | https://aje.news/s2q1rc?update=4405322 | https://www.reuters.com/world/middle-east/fire-breaks-out-vicinity-dubai-international-airport-after-drone-attack-dubai-2026-03-16/ | https://www.reuters.com/world/middle-east/emirates-airline-run-limited-dubai-flights-2026-03-16/ | https://aje.news/s2q1rc?update=4403970
wiki_20260316_tank_at_dubai_international_ai_252,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-16,tank at Dubai International Airport,United Arab Emirates,Iran,drone,TRUE,TRUE,28.808530000060124,33.11454600026565,"A drone attack set a fuel tank at Dubai International Airport on fire in the early morning. Flights were initially suspended, but service was restored over the course of the morning. A drone attack also caused a fire at the Port of Fujairah, and a Palestinian was killed by a rocket near Abu Dhabi.",https://www.kurdistan24.net/en/story/901100/slug | https://www.ndtv.com/world-news/iran-war-massive-fire-near-dubai-international-airport-as-iranian-drones-strike-11220351 | https://www.iranintl.com/en/202603164879 | https://www.bbc.com/news/articles/crl4gxgkkylo
wiki_20260316_thumb_ali_larijani_was_killed__254,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-16,thumb|Ali Larijani was killed in an Israeli airstrike on 17March.,Israel,Israel,airstrike,TRUE,FALSE,,,thumb|Ali Larijani was killed in an Israeli airstrike on 17March.,https://aje.news/s2q1rc?update=4405951
wiki_20260317_as_of_17_march_2026_iran_has_f_17,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-17,"As of 17 March 2026, Iran has fired 314 ballistic missiles, 15 cruise missiles, ",Iran,Iran,ballistic_missile,TRUE,FALSE,27.47611,52.6075,"As of 17 March 2026, Iran has fired 314 ballistic missiles, 15 cruise missiles, and 1,672 unmanned aerial vehicles at the UAE. Even though most of them were destroyed, interception debris and falling projectiles fell on populated areas in Abu Dhabi and Dubai causing damage to civilian infrastructure and starting fires.",https://www.cnnbrasil.com.br/internacional/numero-de-mortos-nos-emirados-arabes/? | https://www.cnnbrasil.com.br/internacional/numero-de-mortos-nos-emirados-arabes/ | https://www.cnn.com/world/live-news/israel-iran-attack-02-28-26-hnk-intl | https://web.archive.org/web/20260228100114/https://www.cnn.com/world/live-news/israel-iran-attack-02-28-26-hnk-intl | https://www.bbc.com/news/live/cn5ge95q6y7t | https://web.archive.org/web/20260228065750/https://www.bbc.com/news/live/cn5ge95q6y7t | http://news.am/eng/news/932924.html | https://www.iranintl.com/en/202602283083 | https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/world/iranian-shahed-136-drone-strike-reported-near-burj-khalifa-smoke-plumes-captured-on-video-watch-article-13846855.html | https://web.archive.org/web/20260302013212/https://www.moneycontrol.com/europe/?url=https://www.moneycontrol.com/world/iranian-shahed-136-drone-strike-reported-near-burj-khalifa-smoke-plumes-captured-on-video-watch-article-13846855.html
wiki_20260317_as_of_17_march_2026_eight_peop_48,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-17,"As of 17 March 2026, eight people were killed, including two military personnel,",,unknown,unknown,TRUE,FALSE,,,"As of 17 March 2026, eight people were killed, including two military personnel, and 157 have been injured. The civilians killed were foreign nationals from Pakistan, Nepal, Bangladesh, and Palestine. On 7 March, a Pakistani driver was killed. The two military personnel killed were aboard a helicopter that crashed during a malfunction on 9 March.",https://www.khaleejtimes.com/uae/day-18-israel-us-iran-war-live-updates#blogCard47bfd914-d649-4b29-8ffb-6fe12e368669 | https://www.khaleejtimes.com/world/mena/day-17-israel-us-iran-war-live-updates#blogCard3a51b735-604c-4587-8604-fea462d57a6e | https://www.khaleejtimes.com/world/mena/day-19-israel-us-iran-war-live-updates#blogCard65005445-dcdd-4bba-9509-533a513abd3f | https://www.khaleejtimes.com/uae/day-18-israel-us-iran-war-live-updates#blogCarde8acf01e-a59b-4710-bc38-6378ec82b68c
iransm_s332,iranstrikemap,https://iranstrikemap.com,2026-03-17,Dubai — mobile phone alert issued; 3 explosions heard across city,United Arab Emirates,Iran,unknown,TRUE,FALSE,25.2048,55.2708,"Dubai — mobile phone alert issued; 3 explosions heard across city, Dubai","AFP correspondent on ground in Dubai (March 17, 2026): confirmed 3 explosions after missile alert. | Times of Israel Day 18 liveblog (March 17, 2026): ""Three explosions echo across Dubai after a missile alert early on Tuesday... blasts follow a mobile phone alert to residents to immediately seek a safe place over potential missile threats."""
wiki_20260317_fujairah_44,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-17,Fujairah,United Arab Emirates,US,ballistic_missile,TRUE,TRUE,25.319096,56.375397,"The Ministry of Education and the Ministry of Higher Education and Scientific Research announced that educational institutions in the country would continue with distance learning for two weeks after the opening of schools and universities on 23 March. The Federal Authority for Government Human Resources also announced employees of government institutions who were primary caregivers could work remotely. The Fujairah Oil Industry Zone was hit by drones, resulting in a fire. A Pakistani national was killed in Baniyas from debris from an intercepted ballistic missile.",https://www.reuters.com/world/middle-east/fire-abu-dhabi-shah-oil-field-caused-by-drone-attack-abu-dhabi-media-office-says-2026-03-16/ | https://www.khaleejtimes.com/uae/uae-to-continue-distance-learning-for-2-weeks-after-spring-break | https://aje.news/zt6qcd?update=4406622 | https://gulfnews.com/uae/uae-reveals-names-of-civilians-killed-in-iranian-aggression-so-far-1.500478145 | https://www.iranintl.com/en/202603187512
iransm_s335,iranstrikemap,https://iranstrikemap.com,2026-03-17,Fujairah Oil Industry Zone — Iran drone strike starts large fire at energy facility,United Arab Emirates,unknown,ballistic_missile,,TRUE,25.1164,56.3364,"A drone attack by Iran sparked a large fire at the Fujairah Oil Industry Zone in the UAE. The Fujairah government media office confirmed no casualties. The UAE Defence Ministry said air defences intercepted 10 Iranian ballistic missiles and 45 drones on Tuesday (Day 18). Separately, falling debris from an intercepted Iranian ballistic missile over Bani Yas (Abu Dhabi) killed 1 Pakistani national — the second death in Abu Dhabi since the conflict began. A separate natural gas field set ablaze per Bloomberg.","Al Jazeera (March 17, 2026, By Reuters): ""A drone attack has sparked a fire at the Fujairah Oil Industry Zone in the United Arab Emirates (UAE)... The Fujairah government's media office on Tuesday said there were no casualties."" | Abu Dhabi media office via Al Jazeera (March 17, 2026): UAE Defence Ministry intercepted 10 Iranian BMs + 45 drones on Tuesday; Pakistani national killed by debris in Bani Yas from intercepted BM. | CNBC (March 17, 2026): ""Iran targets UAE energy infrastructure as gas field set ablaze, tanker struck near Strait of Hormuz"""
iransm_s331,iranstrikemap,https://iranstrikemap.com,2026-03-17,"Hezbollah targets in Kafaat, Haret Hreik, and Doha Aramoun — residential building struck on Venice Street",,Israel,unknown,TRUE,FALSE,33.8547,35.5122,"Hezbollah targets in Kafaat, Haret Hreik, and Doha Aramoun — residential building struck on Venice Street, Beirut","Lebanon National News Agency (NNA, March 17, 2026): ""Israeli warplanes carried out two airstrikes targeting the Kafaat and Haret Hreik areas. In another raid, the aircraft struck a residential apartment on the upper floors of a building located at the end of Venice Street in the Doha Aramoun area."" | Times of Israel Day 18 liveblog (March 17, 2026): Lebanese state media confirmed IDF strikes on 3 Beirut neighborhoods at dawn."
iransm_s334,iranstrikemap,https://iranstrikemap.com,2026-03-17,"House in al-Jadiriyah, Baghdad — 2 Iranian advisers to Iraqi militias killed",Iraq,unknown,unknown,TRUE,FALSE,33.3133,44.3869,"House in al-Jadiriyah, Baghdad — 2 Iranian advisers to Iraqi militias killed, Baghdad","AFP (March 17, 2026): ""A missile strike on a house in Baghdad on Tuesday killed two people, with initial reports suggesting they are Iranian advisers to Tehran-backed groups, a security official tells AFP."" | Two sources from Iran-backed factions (via Times of Israel Day 18 liveblog, March 17, 2026): ""Another two sources from Iran-backed factions confirm that a strike hit a house hosting Iranian advisers in the al-Jadiriyah neighborhood, killing at least two people."""
iransm_s336,iranstrikemap,https://iranstrikemap.com,2026-03-17,Residential house in Arak — family of four killed including 3-day-old infant and 2-year-old girl,Iran,unknown,airstrike,,FALSE,34.0954,49.6939,"A US-Israeli airstrike struck a residential home in Arak city, killing a 3-day-old infant and his 2-year-old sister. Their mother and grandmother were also killed in the attack. The IRGC confirmed the attack and the identities of the victims. This is one of the most tragic civilian incidents of Day 18, with two small children among the dead.","Al Jazeera Day 18 explainer (March 17, 2026): ""A three-day-old infant and his two-year-old sister were among those killed in a US-Israeli attack that hit their home in the city of Arak... The children's mother and grandmother were also killed in the attack"" | Iran IRGC official statement via Press TV (March 17, 2026): IRGC confirmed the deaths in Arak, cited by Al Jazeera Day 18 coverage"
wiki_20260317_tehran_255,wikipedia,https://en.wikipedia.org/wiki/Timeline_of_the_2026_Iran_war,2026-03-17,Tehran,Iran,Iran,drone,TRUE,TRUE,35.69,51.39,"HRANA recorded 179 attacks and at least 19 total casualties, included 3 civilians killed and 4 injured. Drone attacks targeting police stations and checkpoints increased, even in densely populated urban areas. Almost half of the day's attacks were on targets in the Tehran province. The Basij Command Headquarters and the IRGC garrison in Saadat Abad were hit, as were the Panahi Sports Complex, the Shahid Kazemi Sports Complex and two wrestling halls. Historic buildings in the Saadabad complex were damaged. The Shahid Ebadat garrison in Marivan and a missile site in Khomeini Shahr were also targeted. A strike hit the area of the Bushehr Nuclear Power Plant, causing no damage. Several senior Iranian officials, including Ali Larijani, Basij chief Gholamreza Soleimani, and 300 Basij officials were killed by overnight Israeli airstrikes. Iran has not used its many anti-ship missiles, and USA used GBU-72 ""bunker bombs"" to target sites believed to contain such missiles.",https://www.en-hrana.org/day-18-of-the-u-s-israeli-war-on-iran-report-of-179-strikes/ | https://www.reuters.com/world/russias-rosatom-condemns-strike-territory-irans-bushehr-nuclear-plant-2026-03-17/ | https://www.iranintl.com/en/202603175489 | https://www.aljazeera.com/news/2026/3/17/israel-says-it-has-killed-ali-larijani-irans-top-security-official | https://maritime-executive.com/article/u-s-hits-iran-s-antiship-missile-sites-in-the-strait-of-hormuz | https://www.telegraph.co.uk/world-news/2026/03/18/iran-war-latest-news-ali-larijani-death-tel-aviv-strikes/
wiki_20260317_the_ministry_of_defense_interc_45,wikipedia,https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates,2026-03-17,The Ministry of Defense intercepted ballistic missiles and drones from Iran. Aut,Iran,Iran,ballistic_missile,FALSE,FALSE,27.47611,52.6075,The Ministry of Defense intercepted ballistic missiles and drones from Iran. Authorities announced that all aerial interception operations were carried out successfully.,https://gulfnews.com/uae/uae-reveals-names-of-civilians-killed-in-iranian-aggression-so-far-1.500478145 | https://www.iranintl.com/en/202603187512 | https://www.iranintl.com/en/202603180632
iransm_s333,iranstrikemap,https://iranstrikemap.com,2026-03-17,"US Embassy Baghdad — most intense drone/rocket attack yet; 1 drone struck inside compound, fire visible",Iraq,Iran,unknown,TRUE,FALSE,33.3233,44.3944,"US Embassy Baghdad — most intense drone/rocket attack yet; 1 drone struck inside compound, fire visible, Baghdad","Reuters witness (March 17, 2026): ""at least three drones heading in the direction of the embassy. The C-RAM air defense system shot down two of them while a third struck inside the embassy compound, from which fire and smoke could be seen rising."" | Iraqi security sources (March 17, 2026, via Times of Israel Day 18): ""rockets and at least five drones were launched at the US embassy in Baghdad early Tuesday from areas around the city... the most intense since the start of the US-Israel war with Iran."""
